ID_PROJETO	NUM_PROCESSO	TITULO	CLASSIFICACAO	AVALIACAO	DT_REGISTRO	DT_INICIAL	DT_CONCLUSAO	VL_PREVISTO	DT_ULTIMA_AVAL	SITUACAO	RESPONSAVEL	NOME	DEPTO	NOME_DEPTO	PALAVRAS_CHAVES	FUNDACAO_APOIO	SUPERVISOR_FINANCEIRO	EVENTO	TIPO_PUBLICO_ALVO	PUBLICO_ALVO	PUBLICO_ENVOLVIDO	CENTRO	PAGA_BOLSA										
5335	4916	AVALIACAO SANITARIA E CARACTERIZACAO	 EM RELACAO AS VIROSES MAIS FREQUEN- TES DAS LAVOURAS DE BATATA NOS MUNICIPIOS PRODUTO	Extens„o	Avaliado	09/04/1997	01/03/1997	30/12/2000	13254	95	13/05/2004	ConcluÌdo/Publicado	1096373 - LIA REJANE SILVEIRA REINIGER	LIA REJANE SILVEIRA REINIGER	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	360	0	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa					
6617	6104	BIOTECNOLOGIA APLICADA AO MELHORAMENTO GENETICO DE PLANTAS	Extens„o	Avaliado	02/04/1998	01/03/1998	30/12/1998	815		ConcluÌdo/Publicado	1096373 - LIA REJANE SILVEIRA REINIGER	LIA REJANE SILVEIRA REINIGER	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	15	50	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa							
23373	20310	CriaÁ„o e manutenÁ„o do website do Curso de Agronomia da UFSM	Extens„o	Avaliado	07/05/2007	07/05/2007	28/12/2010	427	5	10/12/2010	ConcluÌdo/Publicado	1096373 - LIA REJANE SILVEIRA REINIGER	LIA REJANE SILVEIRA REINIGER	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	16000	650	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa						
6616	6103	FUNDAMENTOS DE BIOTECNOLOGIA	Extens„o	Avaliado	02/04/1998	01/03/1998	30/12/1998	335		ConcluÌdo/Publicado	1096373 - LIA REJANE SILVEIRA REINIGER	LIA REJANE SILVEIRA REINIGER	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	13	50	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa							
17509	15031	Programa de reciclagem de agarose e descontaminaÁ„o de resÌduos contendo brometo de etÌdio em laboratÛrios de biologia mole	Extens„o	Avaliado	19/12/2003	01/05/2003	31/12/2008	2000	20/01/2009	ConcluÌdo/Publicado	1096373 - LIA REJANE SILVEIRA REINIGER	LIA REJANE SILVEIRA REINIGER	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral			03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	Paga bolsa de IniciaÁ„o CientÌfica							
7831	7317	Consultoria em projetos e analises de pesquisa em 1999.	Extens„o	Avaliado	18/12/1998	01/01/1999	31/12/1999	1100		ConcluÌdo/Publicado	380691 - LINDOLFO STORCK	LINDOLFO STORCK	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	90	5	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa							
6719	6213	CONSULTORIA EM PROJETOS E ANALISES DE PESQUISA	Extens„o	Avaliado	22/04/1998	01/03/1998	31/12/1998	800		ConcluÌdo/Publicado	380691 - LINDOLFO STORCK	LINDOLFO STORCK	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	90	5	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa							
8182	7666	CONSULTORIA EM MANEJO DE AREAS DE VARZEA COM PROBLEMAS DE ARROZ VERMELHO	Extens„o	Avaliado	04/05/1999	01/05/1999	01/04/2001	2920		Cancelado	1294221 - LUIS ANTONIO DE AVILA	LUIS ANTONIO DE AVILA	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	80	4	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa							
24726	21468	Ciclo de palestras para atualizaÁ„o acadÍmica	Extens„o	Avaliado	04/10/2007	01/01/2007	31/12/2010		16/12/2010	ConcluÌdo/Publicado	379392 - LUIZ MARCELO COSTA DUTRA	LUIZ MARCELO COSTA DUTRA	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	750	40	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa							
1836	1676	CURSO DE EXTENSAO UNIVERSITARIA NAS AREAS DE AGRICULTURA	 O- LERICULTURA	 FLORICULTURA E FRUTICULTURA.	Extens„o	Avaliado	01/01/1993	01/03/1993	30/06/1993	0		Cancelado	379392 - LUIZ MARCELO COSTA DUTRA	LUIZ MARCELO COSTA DUTRA	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa					
24724	21466	DIFUS√O DE TECNOLOGIA PARA A CULTURA DO FEIJOEIRO COMUM NA REGI√O CENTRAL DO RIO GRANDE DO SUL. NOVA ALTERNATIVA DE RENDA PARA OS PRODUTORES DA TRITÕCOLA	 SANTIAGO/RS	Extens„o	Avaliado fora do prazo	04/10/2007	01/01/2007	31/12/2008		04/03/2009	ConcluÌdo/Publicado	379392 - LUIZ MARCELO COSTA DUTRA	LUIZ MARCELO COSTA DUTRA	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	150	25	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa						
8157	7642	IMPLANTACAO E MANUTENCAO DE UM PROJETO CONSERVACIONISTA DO PARQUE NAUTICO	Extens„o	Avaliado	03/05/1999	01/02/1999	30/05/2001	5667	76		ConcluÌdo/Publicado	379392 - LUIZ MARCELO COSTA DUTRA	LUIZ MARCELO COSTA DUTRA	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	-15536	8	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa						
24725	21467	MATERIAL DE DIVULGA«√O T…CNICA SOBRE AS CULTURAS DA SOJA	 FEIJ√O E GIRASSOL PARA OS PRODUTORES DA COOPERATIVA TRITÕCOLA SANTIAGUENSE LTDA. SANTIAGO/RS	Extens„o	Avaliado fora do prazo	04/10/2007	01/01/2007	31/12/2008		04/03/2009	ConcluÌdo/Publicado	379392 - LUIZ MARCELO COSTA DUTRA	LUIZ MARCELO COSTA DUTRA	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	150	25	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa						
732	718	RENOVACAO DO MATERIAL GENETICO DE CANA-DE-ACUCAR NA REGIAO DE SANTA MARIA	 RS.	Extens„o	Avaliado	01/01/1992	01/06/1992	31/12/1994	0		ConcluÌdo/Publicado	380205 - MARIA ISABEL DA SILVA AUDE	MARIA ISABEL DA SILVA AUDE	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa						
5787	5352	29á BIB: ASSESSORAMENTO PARA IMPLANTACAO DE PROJETO PAISAGISTICO.	Extens„o	Avaliado	03/06/1997	04/04/1997	30/12/1997	300		ConcluÌdo/Publicado	380941 - NARA REJANE ZAMBERLAN DOS SANTOS	NARA REJANE ZAMBERLAN DOS SANTOS	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa							
5788	5353	AJARDINAMENTO DO COLEGIO CENTENARIO.	Extens„o	Avaliado	03/06/1997	02/05/1997	02/08/1997	100		ConcluÌdo/Publicado	380941 - NARA REJANE ZAMBERLAN DOS SANTOS	NARA REJANE ZAMBERLAN DOS SANTOS	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa							
8172	7657	ARBORIZACAO DA CIDADE DE SAO FRANCISCO DE ASSIS	Extens„o	Avaliado	04/05/1999	01/01/1999	30/12/1999	705		ConcluÌdo/Publicado	380941 - NARA REJANE ZAMBERLAN DOS SANTOS	NARA REJANE ZAMBERLAN DOS SANTOS	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	4000	20	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa							
7264	6731	ARBORIZACAO DO 7 BIB - REGIMENTO GOMES CARNEIRO - SANTA MARIA	Extens„o	Avaliado	03/06/1998	10/03/1998	30/12/1998	179	8		ConcluÌdo/Publicado	380941 - NARA REJANE ZAMBERLAN DOS SANTOS	NARA REJANE ZAMBERLAN DOS SANTOS	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	800	0	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa						
17551	15105	AS REAL«’ES E EFICI NCIA DOS DIFERENTES MEIOS DE COMUNICA«√O DE MASSA NA SOCIEDADE RURAL: O CASO DOS FEIRANTES DE SANTA MAR	Extens„o	Avaliado	05/01/2004	01/02/2003	31/12/2003	820	07/05/2004	ConcluÌdo/Publicado	380941 - NARA REJANE ZAMBERLAN DOS SANTOS	NARA REJANE ZAMBERLAN DOS SANTOS	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	1000	200	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa							
2238	2005	ASSESSORIA DE PLANEJAMENTO PAISAGISTICO DO MUNICIPIO DE SAO PEDRO DO SUL	 RS.	Extens„o	Avaliado	01/01/1993	01/04/1993	31/01/1996	0		ConcluÌdo/Publicado	380941 - NARA REJANE ZAMBERLAN DOS SANTOS	NARA REJANE ZAMBERLAN DOS SANTOS	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa						
4164	3861	ASSESSORIA EM PAISAGISMO NA SEDE DO 29 BATALHAO DE INFANTARIA BLINDADA SANTA MARIA-RS.	Extens„o	Avaliado	30/04/1996	01/03/1996	01/11/1996	0		ConcluÌdo/Publicado	380941 - NARA REJANE ZAMBERLAN DOS SANTOS	NARA REJANE ZAMBERLAN DOS SANTOS	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa							
4926	4534	ASSESSORIA EM PAISAGISMO NO MUNICIPIO DE ITAARA.	Extens„o	Avaliado	30/10/1996	01/01/1996	30/12/1996	0		ConcluÌdo/Publicado	380941 - NARA REJANE ZAMBERLAN DOS SANTOS	NARA REJANE ZAMBERLAN DOS SANTOS	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa							
12233	11536	ASSESSORIA EM PAISAGISMO NO MUNICIPIO DE ROSARIO DO SUL	Extens„o	Avaliado	09/08/1999	01/07/2001	20/12/2003	2535	5	10/05/2004	ConcluÌdo/Publicado	380941 - NARA REJANE ZAMBERLAN DOS SANTOS	NARA REJANE ZAMBERLAN DOS SANTOS	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	-25536	0	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa						
4146	3842	ASSESSORIA EM PAISAGISMO NO SEMINARIO SAO JOSE.	Extens„o	Avaliado	29/04/1996	01/03/1996	31/12/1996	0		ConcluÌdo/Publicado	380941 - NARA REJANE ZAMBERLAN DOS SANTOS	NARA REJANE ZAMBERLAN DOS SANTOS	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa							
4156	3852	ASSESSORIA NA AREA DE PAISAGISMO NO MUNICIPIO DE SAO VICENTE	 RS.	Extens„o	Avaliado	29/04/1996	01/04/1996	31/12/1996	0		ConcluÌdo/Publicado	380941 - NARA REJANE ZAMBERLAN DOS SANTOS	NARA REJANE ZAMBERLAN DOS SANTOS	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa						
4924	4532	IMPLANTACAO DA FLORICULTURA NO MUNICIPIO DE PANTANO GRANDE	 RS.	Extens„o	Avaliado	30/10/1996	01/06/1996	30/12/1996	0		ConcluÌdo/Publicado	380941 - NARA REJANE ZAMBERLAN DOS SANTOS	NARA REJANE ZAMBERLAN DOS SANTOS	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa						
3716	3367	IMPLANTACAO DE UMA UNIDADE DE PRODUCAO OLERICOLA NA ALDEIA	 S.O.S. - SANTA MARIA - RS	Extens„o	Avaliado	01/01/1995	20/03/1995	30/12/1997	0		ConcluÌdo/Publicado	380941 - NARA REJANE ZAMBERLAN DOS SANTOS	NARA REJANE ZAMBERLAN DOS SANTOS	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa						
2849	2581	LEVANTAMENTO E ALTERNATIVAS PARA O DESENVOLVIMENTO RURAL DE PARAISO DO SUL (RS).	Extens„o	Avaliado	01/01/1994	03/01/1994	31/12/1995	0		Cancelado	380941 - NARA REJANE ZAMBERLAN DOS SANTOS	NARA REJANE ZAMBERLAN DOS SANTOS	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa							
11728	11071	PARTICIPACAO COMUNITARIA NA ARBORIZACAO URBANA	Extens„o	Avaliado	08/05/1999	01/05/2001	20/12/2003	2274	10/05/2004	ConcluÌdo/Publicado	380941 - NARA REJANE ZAMBERLAN DOS SANTOS	NARA REJANE ZAMBERLAN DOS SANTOS	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	4000	20	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa							
4822	4438	PROGRAMA |PEQUENO JARDINEIRO|.	Extens„o	Avaliado	09/09/1996	01/06/1996	30/12/1997	749		ConcluÌdo/Publicado	380941 - NARA REJANE ZAMBERLAN DOS SANTOS	NARA REJANE ZAMBERLAN DOS SANTOS	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa							
8173	7658	PROJETO PAISAGISTICO DA PRACA DE FORMIGUEIRO	Extens„o	Avaliado	04/05/1999	01/01/1999	20/12/2000	820		ConcluÌdo/Publicado	380941 - NARA REJANE ZAMBERLAN DOS SANTOS	NARA REJANE ZAMBERLAN DOS SANTOS	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	4500	10	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa							
5786	5350	PROJETO PAISAGISTICO DO HOSPITAL DA BASE AEREA DE SANTA MARIA.	Extens„o	Avaliado	03/06/1997	14/04/1997	15/12/1997	500		ConcluÌdo/Publicado	380941 - NARA REJANE ZAMBERLAN DOS SANTOS	NARA REJANE ZAMBERLAN DOS SANTOS	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa							
1858	1701	PROJETO PAISAGISTICO: RESIDENCIAL DA F.A.B.	Extens„o	Avaliado	01/01/1993	01/03/1992	30/10/1992	0		ConcluÌdo/Publicado	380941 - NARA REJANE ZAMBERLAN DOS SANTOS	NARA REJANE ZAMBERLAN DOS SANTOS	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa							
2852	2583	"PROJETOS PAISAGISTICOS PARA OS MUNICIPIOS DA ""GRANDE SANTA ROSA""."	Extens„o	Avaliado	01/01/1994	01/01/1994	30/09/1996	0		Cancelado	380941 - NARA REJANE ZAMBERLAN DOS SANTOS	NARA REJANE ZAMBERLAN DOS SANTOS	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa							
2240	2007	PROPOSTA DE CRIACAO DE AREAS VERDES NO CONJUNTO HABITACIONAL TANCREDO NEVES	 SANTA MARIA	 RS.	Extens„o	Avaliado	01/01/1993	01/03/1993	30/11/1993	0		ConcluÌdo/Publicado	380941 - NARA REJANE ZAMBERLAN DOS SANTOS	NARA REJANE ZAMBERLAN DOS SANTOS	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa					
12234	11537	REVITALIZACAO DOS JARDINS DO COLEGIO EVANGELICO PANAMBI	Extens„o	Avaliado	09/08/1999	01/04/2001	30/12/2001	308	10/05/2004	ConcluÌdo/Publicado	380941 - NARA REJANE ZAMBERLAN DOS SANTOS	NARA REJANE ZAMBERLAN DOS SANTOS	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	2000	4	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa							
13517	12848	SEMINARIO VERDE URBANO E AS ADMINISTRACOES PUBLICAS NO SECULO XXI	Extens„o	Avaliado	15/05/1999	01/03/2002	30/12/2002	3450		ConcluÌdo/Publicado	380941 - NARA REJANE ZAMBERLAN DOS SANTOS	NARA REJANE ZAMBERLAN DOS SANTOS	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	150	15	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa							
2239	2006	UTILIZACAO DA VEGETACAO PARA A CONSERVACAO E BEM ESTAR DO USUARIO DA RODOVIA RST 387	Extens„o	Avaliado	01/01/1993	01/10/1993	30/12/1994	0		Cancelado	380941 - NARA REJANE ZAMBERLAN DOS SANTOS	NARA REJANE ZAMBERLAN DOS SANTOS	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa							
19666	17173	Levando a Agrometeorologia para fora dos bancos acadÍmicos da UFSM.	Extens„o	Avaliado	04/04/2005	01/01/2005	06/01/2006	2958	26/01/2006	ConcluÌdo/Publicado	2111785 - NEREU AUGUSTO STRECK	NEREU AUGUSTO STRECK	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	600	6	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa							
21268	18503	Proposta de um ambiente terapÍutico aos usu·rios da psiquiatria do Hospital Universit·rio de Santa Maria: Trabalhando com a terra.	Extens„o	Avaliado	19/01/2006	02/01/2006	31/12/2007	1920	28/01/2008	ConcluÌdo/Publicado	2111785 - NEREU AUGUSTO STRECK	NEREU AUGUSTO STRECK	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	200	10	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa							
23347	20290	Difus„o da informaÁ„o agrometeorolÛgica gerada na UFSM atravÈs da internet.	Extens„o	Avaliado	03/05/2007	01/05/2007	30/04/2009	3200	20/01/2009	ConcluÌdo/Publicado	2111785 - NEREU AUGUSTO STRECK	NEREU AUGUSTO STRECK	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	1000	5	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	Paga bolsa de IniciaÁ„o CientÌfica							
26224		PRODU«√O HIDROP‘NICA DE MUDAS DE AC¡CIA NEGRA	Extens„o	N„o avaliado no ano corrente	27/05/2008	02/06/2008	02/06/2009	4647	6		Em tr‚mite para registro	378439 - OSMAR SOUZA DOS SANTOS	OSMAR SOUZA DOS SANTOS	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	360	9	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa						
6716	6210	CULTIVO DE FLORES	Extens„o	Avaliado	22/04/1998	01/03/1998	30/06/1998	0		ConcluÌdo/Publicado	380913 - ROGERIO ANTONIO BELLE	ROGERIO ANTONIO BELLE	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	24	1	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa							
16180	13840	ANALISE DO PODER GERMINATIVO DAS SEMENTES DE ARROZ PRODUZIDAS NAS LAVOURASDA REGIAO DE SANTA MARIA.	Extens„o	Avaliado	07/02/1999	01/01/2003	31/12/2006	61428	58	24/01/2007	ConcluÌdo/Publicado	379556 - SANDRO LUIS PETTER MEDEIROS	SANDRO LUIS PETTER MEDEIROS	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	1000	6	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa						
9981	9402	DIVULGACAO DO MANEJO DA CANA-DE-ACUCAR AOS PRODUTORES DA REGIAO DO COREDE/CENTRO.	Extens„o	Avaliado fora do prazo	25/05/1999	01/06/2000	30/12/2001	980	03/06/2004	ConcluÌdo/Publicado	379556 - SANDRO LUIS PETTER MEDEIROS	SANDRO LUIS PETTER MEDEIROS	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	200	60	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa							
2978	2692	IMPLANTACAO DA FLORICULTURA COMO ALTERNATIVA AOS PRODUTORES DO MUNICIPIO DE SANTA MARIA	 RS.	Extens„o	Avaliado	01/01/1994	01/01/1994	30/07/1995	0	10/05/2004	ConcluÌdo/Publicado	379556 - SANDRO LUIS PETTER MEDEIROS	SANDRO LUIS PETTER MEDEIROS	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa						
4925	4533	USO DE PACOTE ESTATISTICO SOC ( SOFTWARE CIENTIFICO ) NA ANALISE DE EXPERIMENTOS AGRICOLAS.	Extens„o	Avaliado	30/10/1996	01/07/1996	31/12/1998	876		ConcluÌdo/Publicado	1193359 - SIDINEI JOSE LOPES	SIDINEI JOSE LOPES	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa							
6670	6163	USO DO PACOTE ESTATISTICO SOC NA ANALISE DE EXPERIMENTOS AGRICOLAS.	Extens„o	Avaliado	15/04/1998	01/03/1998	31/12/1998	300		ConcluÌdo/Publicado	1193359 - SIDINEI JOSE LOPES	SIDINEI JOSE LOPES	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	60	0	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa							
2850	2582	USO DE PACOTES ESTATISTICOS NA ANALISE DE PESQUISAS.	Extens„o	Avaliado	01/01/1994	15/03/1994	31/12/1995	0		ConcluÌdo/Publicado	378351 - VALDUINO ESTEFANEL	VALDUINO ESTEFANEL	03.36.00.00.0.0	DEPTO. FITOTECNIA - FTT		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	03.00.00.00.0.0 - CENTRO DE CI NCIAS RURAIS - CCR	N„o paga nenhum tipo de bolsa							
